Price,Close,High,Low,Open,Volume,Daily_Return,Volatility_20D,20MA,50MA,200MA
Ticker,SPY,SPY,SPY,SPY,SPY,,,,,
Date,,,,,,,,,,
2020-01-02,296.1252746582031,296.1435228475682,293.9923228046252,294.91296621198353,59151200,,,,,
2020-01-03,293.8829345703125,295.00411329960116,292.68884653822107,292.74353546966336,77709700,-0.007572268495077972,,,,
2020-01-06,295.004150390625,295.0861837981025,292.01434006994486,292.1328420420894,55653900,0.003815178387107876,,,,
2020-01-07,294.1746520996094,294.9129805533922,293.7279886988713,294.43897268463854,40496400,-0.0028118190537904653,,,,
2020-01-08,295.742431640625,296.9547400028766,294.1199284891358,294.3660286722624,68296000,0.005329417507001111,,,,
2020-01-09,297.747802734375,297.8207398631898,296.7177813744384,297.3011671355,48473300,0.006780802749964732,,,,
2020-01-10,296.89093017578125,298.48608887965315,296.42607426931494,298.3311461832845,53029300,-0.002877846790890315,,,,
2020-01-13,298.9327697753906,298.94186605271307,297.082386683004,297.510801872737,47086800,0.006877406454957935,,,,
2020-01-14,298.4770202636719,299.54348231822837,297.9209789989077,298.49524063629786,62832800,-0.0015245886627324179,,,,
2020-01-15,299.15155029296875,299.90809914567166,298.30384393795646,298.38587734482564,72056600,0.0022599060681489647,,,,
2020-01-16,301.6399230957031,301.6399230957031,300.29998886032536,300.5278686430947,54050300,0.008318100976904219,,,,
2020-01-17,302.5788269042969,302.7884585291991,301.5761501633732,302.3509470912397,95846000,0.003112664261938125,,,,
2020-01-21,301.9863586425781,302.7885001455664,301.5488471444855,301.62175645504635,77742400,-0.0019580625246661265,,,,
2020-01-22,302.0227966308594,303.49035714511143,301.867853930092,302.84315842409643,48914900,0.00012066104060148852,,,,
2020-01-23,302.36920166015625,302.77939649699647,300.2635941747511,301.3756489009387,51963000,0.001146949942723241,,,,
2020-01-24,299.68023681640625,303.1075588185603,298.3949910655985,303.02552540689584,87578400,-0.008892985227947348,,,,
2020-01-27,294.8764953613281,296.3531521856209,294.1108224827082,294.4480801750021,84062500,-0.016029557057581467,,,,
2020-01-28,297.966552734375,298.8416034600196,294.96764649476006,296.2984568633764,63834000,0.010479157958183327,,,,
2020-01-29,297.7204284667969,299.55259115613137,297.5198931086739,299.32471133178075,53888900,-0.0008260130720025849,,,,
2020-01-30,298.6866149902344,298.89627442765044,294.9129398382602,295.66036446661803,75491800,0.0032452812472867354,,298.28284759521483,,
2020-01-31,293.26318359375,298.221851981053,292.35166407869235,298.0668814238513,113845600,-0.018157597710435347,0.007552608599026873,298.1397430419922,,
2020-02-03,295.4416809082031,297.3011883827756,294.62131896327486,294.7398209430448,69083000,0.007428471885754906,0.0075537943296703205,298.2176803588867,,
2020-02-04,299.9445495605469,300.81050405404096,298.7231169921296,299.04215432222543,62573200,0.015241142138447517,0.00823560277513434,298.46470031738284,,
2020-02-05,303.4083557128906,303.6180152040548,301.4121536768775,302.8705625667215,65951100,0.011548155008712868,0.008519431551820847,298.9263854980469,,
2020-02-06,304.42919921875,304.6206104661579,303.3535853975724,304.365386197161,50359700,0.003364585999817926,0.008485192583829765,299.3607238769531,,
2020-02-07,302.806640625,304.438239701868,302.259723629564,303.37177798725406,64139400,-0.00532983891792882,0.008519272185873195,299.61366577148436,,
2020-02-10,305.0672607421875,305.13107376686384,301.88606741089336,301.92253597033135,42070000,0.0074655566090675585,0.00859294900122176,300.02248229980466,,
2020-02-11,305.5960998535156,307.20035559043527,305.06740285613574,306.41646201018875,54864500,0.0017335164384455481,0.008496643474943446,300.35564880371095,,
2020-02-12,307.5648498535156,307.77448148627434,306.6624268441835,307.02702899526753,43992700,0.006442326983046254,0.008551855823532272,300.81004028320314,,
2020-02-13,307.2366638183594,308.2028719590965,305.86938499837,306.14282963542433,54501900,-0.001067046625492285,0.008569365211343381,301.2142959594727,,
2020-02-14,307.7289733886719,307.84747536853007,306.4528517159032,307.64693997585454,64582200,0.0016023789745469585,0.008412895711211987,301.5187484741211,,
2020-02-18,306.93585205078125,307.79268227342084,305.5503251457351,306.7353167259644,57226200,-0.002577337223586329,0.008435063855036276,301.7365997314453,,
2020-02-19,308.4034118652344,309.0779271915285,307.61951868249895,307.9020874174254,48814700,0.0047813241908616355,0.008455818295877368,302.0574523925781,,
2020-02-20,307.13653564453125,308.67700597033553,304.1558487950499,307.8566160889996,74163400,-0.004107854102654129,0.008533729533702955,302.3131393432617,,
2020-02-21,303.9735412597656,306.0973695137125,303.15315143324005,305.78745621324725,113788200,-0.010298333209131316,0.008890785323304602,302.3933563232422,,
2020-02-24,293.8920593261719,304.0463696689848,292.8164454315438,294.5483543223174,161088400,-0.03316565610221467,0.011489048060612843,302.1039474487305,,
2020-02-25,284.9865417480469,295.8883062471929,284.11149089171784,295.2776038121276,218913200,-0.030302001348873953,0.01284119782456656,301.6094497680664,,
2020-02-26,283.93829345703125,289.9634233462724,283.2090890630601,286.3811587759355,194773800,-0.0036782378725180864,0.012525163583535212,300.90803680419924,,
2020-02-27,271.18609619140625,283.99293030133657,271.18609619140625,278.43265741082325,284353500,-0.044911861342699866,0.015718305624775115,299.58132019042966,,
2020-02-28,270.0467529296875,271.5325340386913,260.27526361074985,263.15566832306206,384975800,-0.004201333614517577,0.01561209284470587,298.14932708740236,,
2020-03-02,281.7416076660156,281.80542071822526,268.40607062281964,271.8242693392627,238703600,0.04330677784292081,0.01862569403316185,297.5732482910156,,
2020-03-03,273.6745300292969,286.07119736155244,271.24078921564694,282.11520716459734,300139100,-0.028632894174018042,0.01941054528143122,296.4848907470703,,
2020-03-04,285.1779479980469,285.3967315712866,276.49116917188974,279.0343161033958,176613400,0.042033206259707745,0.021584879918548516,295.74656066894534,,
2020-03-05,275.69805908203125,281.1762977722977,273.4648539783769,277.9951050161796,186366800,-0.03324201251381664,0.02238136784394385,294.36104583740234,,
2020-03-06,271.14056396484375,272.3437762979566,264.55029623787203,267.2119174164198,228667200,-0.016530747921701727,0.02245360317793286,292.69661407470704,,
2020-03-09,249.96603393554688,259.0447615084453,249.2550497488266,250.94133878200407,309417300,-0.07809429072384155,0.027700790375593202,290.05458374023436,,
2020-03-10,262.90045166015625,262.9915813511426,249.30056924454237,259.4549092564181,276444100,0.05174470115385543,0.03070690478715535,287.9462432861328,,
2020-03-11,250.0844268798828,256.9937588920719,246.91235745450595,255.8634838386491,255316300,-0.04874858410985283,0.032002324944497874,285.1706596374512,,
2020-03-12,226.15707397460938,243.06576125881952,225.76511340861424,233.3489613279396,392220700,-0.09567710074472535,0.03707271888329436,281.1002708435059,,
2020-03-13,245.4904022216797,247.45928738947632,226.53079663529957,239.8116265596918,329566100,0.08548628573626171,0.04326836421225355,278.01295776367186,291.01349182128905,
2020-03-16,218.62791442871094,234.16930770515287,216.3582263151674,219.84022288446778,297240000,-0.10942378011467724,0.04847523712391751,273.55790481567385,289.4635446166992,
2020-03-17,230.4320831298828,233.50391264622428,216.0938883539165,223.35868442017195,262070500,0.05399204731937801,0.050878889274548124,269.7327163696289,288.1945275878906,
2020-03-18,218.7646484375,226.39406110097966,207.8446502974257,215.34645080566406,327597100,-0.050632856909107016,0.05136705513533175,265.2507781982422,286.66973754882815,
2020-03-19,219.2295379638672,225.4916860447425,211.67304784141282,218.0810284637233,289322000,0.002125066959801858,0.05146025619703094,260.855428314209,285.1708352661133,
2020-03-20,209.781982421875,224.14947908525951,209.50691583930976,222.3707310405341,347158800,-0.04309435502960968,0.051809052148752005,256.14585037231444,283.4516262817383,
2020-03-23,204.418212890625,210.5888059303928,200.11804724519777,209.22266488933178,326025200,-0.025568304147604914,0.05171268447561498,251.67215805053712,281.5850344848633,
2020-03-24,222.93923950195312,223.81028619851725,214.3664247760725,214.93488557553914,235494500,0.09060360302258341,0.056850950719647575,248.5697929382324,280.1060006713867,
2020-03-25,226.2766571044922,235.04203577073906,219.82183239457268,224.51625036542322,299430300,0.014970077093628076,0.05712370972597503,245.68671112060548,278.65287841796874,
2020-03-26,239.48890686035156,240.9558914934752,228.34881392408727,228.77974835482536,257632800,0.05838980443200592,0.05842996620552618,244.10185165405272,277.47311614990235,
2020-03-27,232.3555908203125,239.13132946268587,230.1825909794387,232.21806449765097,224341200,-0.0297855801905621,0.05870113655328319,242.217293548584,276.1371969604492,
2020-03-30,239.90150451660156,240.6166693743866,232.45644779685475,234.44607454125364,171369500,0.03247571392471693,0.05827226956188494,240.1252883911133,274.90242858886717,
2020-03-31,236.32565307617188,241.4418275508448,234.92282878626662,238.90208181788717,194881100,-0.014905498186161825,0.05807688872541688,238.25784454345703,273.5773651123047,
2020-04-01,225.68983459472656,236.24312431481496,223.62685616519354,227.36772539626958,189554600,-0.045004925800489426,0.05757111540659966,235.283438873291,272.05143463134766,
2020-04-02,230.89772033691406,231.67705936295383,224.25950903784965,224.80964222485147,177660400,0.023075411223280717,0.05775384593130774,233.04342193603514,270.6289331054688,
2020-04-03,227.56027221679688,232.26386743063676,224.83713961830722,229.91664470662855,135561200,-0.014454227245064843,0.057738110334838014,230.86440734863282,269.13275451660155,
2020-04-06,242.84463500976562,244.80677011871967,227.54193143111638,236.40815247528656,188061200,0.06716621774123799,0.057476769469436674,230.50833740234376,267.99604248046876,
2020-04-07,243.0922088623047,252.16930817093797,242.8721667882083,251.4174604431951,201427200,0.0010194742516305144,0.05618425569842725,229.51792526245117,266.9603567504883,
2020-04-08,251.2523956298828,253.05864869816128,243.2021977072003,245.6869324014236,153774500,0.03356827767442083,0.055622502906394096,229.57632369995116,266.02607360839846,
2020-04-09,255.0758819580078,257.8265203918572,252.5727909100661,254.50739317768844,189999200,0.01521771093381874,0.050713504681503506,231.0222640991211,265.17318267822264,
2020-04-13,252.74693298339844,254.4431651623593,248.85019623918757,254.10392432275387,114839100,-0.009130416238226635,0.047332641628439566,231.38509063720704,264.25438903808595,
2020-04-14,260.2011413574219,261.2188637812924,252.60938312795597,257.6247131889089,134143400,0.029492774792693854,0.03960037487404194,233.46375198364257,263.59314819335935,
2020-04-15,254.67237854003906,260.3386853472331,252.56353956668622,254.49816925151632,121775000,-0.021248034457267417,0.03871273322399619,234.6757667541504,262.7777621459961,
2020-04-16,255.90103149414062,256.7537225719264,252.83865783107498,255.9468642691427,131798300,0.004824445278067024,0.03638021898347144,236.53258590698243,261.89689178466796,
2020-04-17,262.8143615722656,263.4194774380583,258.9267733430212,261.6590844120488,146684800,0.027015639748538156,0.03657634587970856,238.71182708740236,261.08501190185547,
2020-04-20,258.1841125488281,262.95189746439894,257.9640704078135,259.11931962908403,100109300,-0.01761794521325777,0.03505163625858008,241.13193359375,260.16011016845704,
