Price,Close,High,Low,Open,Volume,Daily Return,20MA,50MA,200MA
Ticker,TLT,TLT,TLT,TLT,TLT,,,,
Date,,,,,,,,,
2020-01-02,113.30084991455078,113.73086909848763,113.01968886356687,113.11891920666612,11034100,,,,
2020-01-03,115.04566192626953,115.07874710233907,114.02024859746935,114.34275966351093,12366000,0.01539981397345791,,,
2020-01-06,114.39242553710938,115.53362486992495,114.24356741537977,115.5170822745543,11369800,-0.005678061894926589,,,
2020-01-07,113.8301010131836,114.50820868253493,113.82183602391257,114.30147038602112,8381200,-0.004915749633644717,,,
2020-01-08,113.07757568359375,114.37588553783857,112.73025688274538,114.06163931017907,10621700,-0.006610951961666833,,,
2020-01-09,113.47447967529297,113.65641032552713,112.39117337872588,112.46559611246713,7411500,0.0035100150432108013,,,
2020-01-10,114.48341369628906,114.50822128513667,113.8135835607925,113.84665613982077,8776000,0.008891285722421038,,,
2020-01-13,114.13606262207031,114.19394277361096,113.61507816669419,114.02028970068696,5966900,-0.0030340733474303327,,,
2020-01-14,114.72321319580078,114.79764857325338,114.23531383920091,114.26838641494312,13920300,0.00514430373925423,,,
2020-01-15,115.48394775390625,115.57491306213358,114.96297609614767,115.3764524756723,6290500,0.006631042985233648,,,
2020-01-16,115.12013244628906,115.38475084423041,114.73146352762095,115.16147000156329,6798600,-0.0031503539209836173,,,
2020-01-17,114.13606262207031,114.23529294945546,113.5902705848479,113.77220126392204,9693100,-0.008548199201194318,,,
2020-01-21,115.33514404296875,115.48398953666785,114.75627942585733,114.78935199613414,6794900,0.010505719168435457,,,
2020-01-22,115.74034118652344,115.88918666170683,115.4343600125897,115.54186793464487,6317000,0.0035132148740693037,,,
2020-01-23,116.55072784423828,116.91458908952569,116.41841236989775,116.47630512178354,9747400,0.0070017648937878985,,,
2020-01-24,117.4935073852539,117.88217638288964,116.8484849249869,116.94771526708831,8585000,0.008089006035857382,,,
2020-01-27,119.32099151611328,119.32099151611328,118.66770447904543,119.03983064539021,10935200,0.015553915884621405,,,
2020-01-28,118.38656616210938,119.15562621118224,118.10540523782241,119.02331073447131,10612900,-0.007831189987033582,,,
2020-01-29,119.54430389404297,119.66007679016751,118.60984312070258,118.61812072504674,9566800,0.009779299877219927,,,
2020-01-30,119.56082153320312,120.46219693765684,119.3209981866588,119.82543983270754,14711800,0.00013817169553131947,115.65681648254395,,
2020-01-31,120.65241241455078,120.72684775888942,119.98258264359431,120.04874038395157,14538100,0.009130004857356377,116.02439460754394,,
2020-02-03,120.55470275878906,120.73693570500265,119.37847996730748,120.0659928754284,15309000,-0.0008098441946274848,116.29984664916992,,
2020-02-04,118.93116760253906,119.39502860441098,118.50043411254468,119.2707846357897,11388300,-0.013467207160706485,116.5267837524414,,
2020-02-05,117.63069152832031,118.20223907763692,117.53957506916456,117.87091339303308,10782600,-0.010934695256376026,116.71681327819825,,
2020-02-06,118.16084289550781,118.35136720803938,117.62243539482988,117.77152818974976,6683100,0.004506913631973974,116.97097663879394,,
2020-02-07,119.6352767944336,119.89206881200762,119.1714156414599,119.4613351817027,11374800,0.012478193814423388,117.27901649475098,,
2020-02-10,119.9665756225586,120.31447137246606,119.84231901520745,120.19022740437921,6699300,0.002769240285992458,117.55317459106445,,
2020-02-11,119.3619384765625,119.87549722672897,119.22940310901362,119.76781066068698,7784100,-0.005040046720166558,117.81446838378906,,
2020-02-12,118.75721740722656,118.90632281385867,118.44246179636282,118.75721740722656,5595500,-0.005066280566938697,118.01616859436035,,
2020-02-13,119.21282958984375,119.44476015673062,118.67442205369947,118.81523613793308,7883400,0.0038365009939131944,118.20261268615722,,
2020-02-14,119.7346420288086,120.17365422372424,119.65180429271493,119.90858357963572,7137400,0.004377150016153131,118.4333381652832,,
2020-02-18,120.55470275878906,120.97715760649628,120.0411440772417,120.38903989112217,6909200,0.006848984688851756,118.75427017211913,,
2020-02-19,120.54637145996094,120.62091782200586,120.09078929314008,120.20675451385256,5707700,-6.91080367457575e-05,119.01483154296875,,
2020-02-20,121.49073791503906,121.71438977779908,120.93576025796479,121.00202794468142,9332900,0.007834051275378284,119.30235137939454,,
2020-02-21,122.62552642822266,123.3213307305747,122.30247939612849,122.42673603263688,13860300,0.009340535193532062,119.60609130859375,,
2020-02-24,124.45610809326172,125.04422571274922,124.24902638262402,124.93653917865295,15929300,0.014928226759626462,119.95422134399413,,
2020-02-25,125.1187515258789,125.70685640941855,124.36497118965416,124.42296012594643,20802900,0.005324314272471264,120.24410934448242,,
2020-02-26,124.45610809326172,125.67374956295261,123.90113062546442,124.20760751264356,22589500,-0.0052961160860058865,120.54758644104004,,
2020-02-27,125.80632019042969,126.80031015253547,124.93657423386156,126.48554181948253,30687900,0.010848901816503664,120.86068725585938,,
2020-02-28,128.64744567871094,129.2024231714619,127.69487482265251,127.93508405651646,44935200,0.022583328754713694,121.31501846313476,,
2020-03-02,127.70096588134766,129.82461246898978,127.55164025612763,128.82915471327405,28152400,-0.007357159657309098,121.66744613647461,,
2020-03-03,129.68362426757812,132.47920525294276,126.3903079455846,127.59315357484641,38608000,0.015525790056064581,122.12389221191407,,
2020-03-04,128.30653381347656,130.52973503380457,127.90835324339248,129.749955784688,23463700,-0.010618846148687133,122.59266052246093,,
2020-03-05,131.50039672851562,131.74926450080076,130.08185928704884,130.34732161960386,17786200,0.02489244171837801,123.2861457824707,,
2020-03-06,138.3440399169922,140.46768562881266,136.1374341522709,138.7837003499272,76288300,0.05204275697057681,124.29530563354493,,
2020-03-09,142.09361267089844,149.07013114695673,141.3055427094701,148.57240874612597,41552800,0.027103247499176808,125.41822242736816,,
2020-03-10,134.81021118164062,143.45412356334177,134.41203059224244,140.72490871698298,37728300,-0.05125776839896967,126.16040420532227,,
2020-03-11,129.84945678710938,138.55973153889695,129.10286687155596,137.23244651354855,29519300,-0.036798061148700545,126.68478012084961,,
2020-03-12,130.6542205810547,138.0040394641858,129.1278505023303,135.6398151714488,24361800,0.0061976677751123255,127.27963027954101,,
2020-03-13,127.70096588134766,131.23484534441474,126.24925296236533,128.5802871098621,19812900,-0.02260359203532125,127.70403709411622,121.2016145324707,
2020-03-16,135.9715576171875,137.82974170852046,130.91129703004734,133.04324682660746,30496700,0.06476530289930937,128.51588287353516,121.65502868652344,
2020-03-17,126.90457153320312,137.39838795741213,126.68060211853714,135.6314421830223,18570900,-0.0666829610756644,128.83337631225587,121.89220687866211,
2020-03-18,119.74553680419922,127.8668250050241,115.3157305821856,126.78840757033274,47061000,-0.05641274102667626,128.79333457946777,121.9992691040039,
2020-03-19,123.0057144165039,127.29448784203976,120.49217808256253,121.90241102595262,21175300,0.027225879972758715,128.86908340454102,122.18278137207031,
2020-03-20,132.2551727294922,132.2551727294922,126.18287228750027,127.17003897925794,20863100,0.07519535459685334,129.3505657196045,122.56633331298828,
2020-03-23,137.70538330078125,138.27777517230126,129.88272814450403,130.6542040353798,19971800,0.04120981023885273,130.01302947998047,123.05095138549805,
2020-03-24,135.14210510253906,137.24915827249822,133.06822839047973,133.76504792782632,11948600,-0.018614219261445908,130.5141971588135,123.46412521362305,
2020-03-25,134.8350372314453,138.2693733634687,134.07185283076535,135.7060671713055,10750600,-0.0022721850518812037,131.03314361572265,123.87810470581054,
2020-03-26,135.49871826171875,137.43986257193043,134.6111061846619,136.04622439780843,10576200,0.0049221704083799445,131.51776351928712,124.2936148071289,
2020-03-27,139.11550903320312,139.57176398792873,136.53560846149256,137.30709641365155,12550000,0.026692435307752893,132.04116668701172,124.76624603271485,
2020-03-30,137.9707489013672,141.11473753166803,137.65551588093078,139.613254200309,13473200,-0.00822884622851583,132.5546558380127,125.2232583618164,
2020-03-31,136.8509063720703,138.46852683527624,136.5107877301333,137.45647451307923,11464800,-0.008116521351184569,132.91301994323732,125.6775552368164,
